,公司名,公司领域,公司人数,学历,最低工资,最高工资,工作年限,岗位职责,岗位要求
604,深圳市衣锦未来科技有限公司,"移动互联网,电商","['15', '50']",硕士,15,30,"(0,0)","目标检测，人脸/人体识别及跟踪，强化学习及其他人工智能算法等。
","1、 拥有硕士两年以上学历及工作经验。计算机、自动化或数学等相关专业毕业，有计算机视觉研究背景和较强数学功底。
2、 熟悉OpenCV等图像视觉库，熟悉基本图像处理算法，有实际工程经验；
2、 熟悉机器学习基本算法，了解人工神经网络及深度学习框架,有实际工程经验者优先；
3、 良好的数学基础及较强的工程能力，熟悉python/C++ 中至少一种编程语言；
4、 具备良好的团队合作精神和沟通表达能力；
5、 热爱技术，能吃苦，爱钻研，有良好的工作习惯和做事方法，较强的项目把控能力和自我管理能力"
605,北京易车互联信息技术有限公司,"移动互联网,电商",['2000'],本科,35,55,"(3,5)",,
606,北京万得嘉瑞汽车技术有限公司,"移动互联网,其他","['50', '150']",本科,8,13,"(0,0)",8k-16k/月，13薪,1. 电子工程、信息系统、自动化、机械自动化等专业本科及以上学历；2. 具有扎实的相关专业理论知识；3. 了解算法开发的一般流程；4. 对数据结构有一定了解；5. 具有一定的MATLAB编程和建模能力；6. 具有一定的英语读写能力；7. 安全气囊控制器标定相关经验优先；8. 具有较强的责任心、逻辑思维能力和学习能力。工作内容
607,北京中琴科技发展有限公司,"移动互联网,电商","['150', '500']",本科,18,36,"(0,0)","1、拥有国内外重点高校，计算机、统计、数学等相关专业方向；
2、两年以上的相关领域的研究或从业经历，深入掌握算法领域的相关技术、方法和工具；
3、对于人工智能领域有强烈的兴趣和热情，愿意挑战新的算法和新的领域；
4、良好的学习和研究能力，能够独立阅读英文文献；
5、具备良好的沟通和表达能力，具有团队协",
608,北京国策方略知识产权研究院,移动互联网,"['15', '50']",本科,25,40,"(3,5)","1、深入理解能源平台业务，能够发现分析问题，总结规律，并通过数据分析论证； 
2、针对海量数据，挖掘用户画像和商品画像并建模，优化用户生命周期流程；
3、增长算法研发，包括用户拉新、促活以及分人群场景的用户识别、收入归因等算法，提升用户增长和营收增长；
4、推荐/排序/广告投放算法的研究与开发，包括人群定向、商品排序、CTR/CVR预估、反作弊策略等，评估并优化模型提升系统转化率。
","1、具备2年以上工作经验，本科及以上学历，计算机、数学等相关专业；
2、编程基础扎实，熟悉linux开发环境、大数据平台工具的使用，有服务化经验优先；
3、有扎实的数学基础，熟悉常用的机器学习算法，对原理有深入了解；
4、对常用的机器学习算法、特征选择方法、数据建模过程有深入理解；
5、有画像、广告、推荐、搜索等算法方向实际工作经验优先；
6、热爱学习，追求卓越，具备前瞻性视野；
7、责任心强、团队合作、沟通能力佳。"
609,方圆乾坤信息科技（北京）有限公司,"移动互联网,区块链","['15', '50']",硕士,18,25,"(0,0)","中科院团队,前沿技术,氛围活跃,福利多,
","任职要求
• 计算机、数学等相关专业硕士及以上学历。
• 研究方向为计算机相关算法或发表过算法相关论文（简历请附算法相关论文）；
• 熟悉网络通信和加密算法理论；
• 有分布式网络系统理论基础；
• 具有linux/windows C++项目经验；
• 热爱技术，良好的团队沟通合作和执行力，很强的分析问题和解决问题能力。

优选条件
• 深刻理解分布式网络系统下相关算法理论(如分布式数据结构、CAP原理、经典算法、状态、时序、一致性、事务、消息机制、分布式锁与协同、集群监控、分布式存储、分布式计算等)；
• 有P2P网络算法实际项目经验优先；
• 有开源项目经验者优先。"
610,北京稗草科技有限公司,移动互联网,"['50', '150']",本科,15,30,"(3,5)","机器学习/数据挖掘/信息检索/自然语言处理/统计分析/图像处理，3年以上相关研发经验； 4. 良好的主动性，逻辑思维能力和沟通能力。 5. 熟悉R、Python等编程语言，熟悉Hadoop, spark,Hive等大数据处",
611,维沃移动通信有限公司,硬件,['2000'],硕士,30,60,"(3,5)",,
612,北京影谱科技股份有限公司,"文娱丨内容,广告营销","['50', '150']",本科,25,40,"(3,5)","1、负责自然语言处理（NLP）相关项目的研发和优化 
2、负责NLP相关算法的研究、改进和应用

","1、计算机及相关专业本科及以上学历，3年以上相关工作经验 ；
2、精通Python，参与过中大型NLP项目的经历；
3、具有自然语言处理（NLP）开发经验，包括但不限于分词，词性标注、文本分类聚类、实体识别、关键词抽取、热词发现、文本纠错、情感分析、语言模型、机器翻译、问答系统、自动摘要、知识推理等； 
4、有较强抗压能力，责任心强，具有良好的沟通能力和团队合作精神 ；
5、有句法分析、对话管理、自动摘要、知识图谱相关工作经验者优先；
6、做过智能客服系统，问答系统，对话机器人，聊天机器人优先"
613,北京影谱科技股份有限公司,"文娱丨内容,广告营销","['50', '150']",硕士,15,30,"(3,5)",,
614,瑞幸咖啡（中国）有限公司,"移动互联网,消费生活",['2000'],本科,30,50,"(3,5)","1、负责基础自然语言处理技术，包括文本分类、句法分析、自动摘要、情感分析和语义理解等；
2、负责机器翻译，对话系统，知识图谱等技术研发，以及新技术和方向的研究；
","1、计算机相关、软件工程相关专业，统招本科及以上学历
2、2年以上NLP算法相关工作经验
3、良好的沟通能力和组织协调能力，有一定创新意识
4、扎实的C++/Java/Python开发功底、五年以上NLP领域相关经验；
5、精通NLP领域主要算法和前沿技术，熟练掌握至少一种深度学习框架(Pytorch,Tensorflow等)；
6、有机器翻译，对话系统等实际产品开发经验；"
615,联洋国融（北京）科技有限公司,数据服务,"['50', '150']",硕士,20,30,"(3,5)","1.     负责分布式存储平台的设计及研发；
2.     负责大数据接入系统的设计和研发；
3.     持续对系统进行性能优化、功能改善以及稳定性提升；
","1.     计算机相关专业，硕士及以上学历，背景特别优秀者可考虑本科学历；
2.     有5年以上的大数据平台开发经验，有分布式系统开发经验，参与过大型集群的建设工作；
3.     熟悉Java的基础技术体系，包括JVM、线程、并发、IO资源管理、网络等；
4.     熟悉HDFS、Hive、Kafka、Flink等开源存储系统中的至少一种，有源代码阅读及修改经验。
5.     熟悉分布式存储系统原理，有相关设计经验优先；
6.     对Paxos/Raft算法、高可用、高可靠架构等有深入理解，并有一定的实践经验。有压缩算法设计、存储结构设计等经验者优先考虑；"
616,联洋国融（北京）科技有限公司,数据服务,"['50', '150']",本科,18,28,"(3,5)","1.     负责大数据基础平台、数据分析产品的系统设计及开发；
2.     负责大数据平台的搭建、监控、性能调优； 
","1.     计算机相关专业，本科及以上学历，3年左右大数据或者Java开发工作经验；
2.     有较强的开发能力，包括设计，编码，调试能力；
3.     熟悉主流的开源大数据技术，Hadoop、Spark、Kafka、Flink、hive等至少一种，在开源社区活跃者优先；
4.     对高稳定、高可用、高性能、大数据处理有过实际项目者优先考虑；
5.    35岁以下，身体健康，可适应一定的工作压力。"
617,北京多来点信息技术有限公司,"移动互联网,消费生活","['500', '2000']",本科,5,10,"(0,1)",,
618,北京爱普优邦科技有限公司,移动互联网,"['15', '50']",不限,10,17,"(3,5)",,
619,北京希瑞亚斯科技有限公司,企业服务,"['150', '500']",本科,40,80,"(3,5)",1.负责人力资源领域的推荐系统(人岗匹配)，参与智能问答(Bot) 、智能标签、知识图谱等相关项目。2.参与多个项目的技术难题协同攻关、团队研发流程改进、提升研发效率和代码质量；3.关注在线效果，深入地归纳整理Case，并进行归因分析。带领初中级工程师，配合其他数据科学家深度挖掘领域知识，结合NLP、表示学习、迁移学习、排序学习等能力持续的支持业务的规模增长和需求升级； ,1.计算机、信息技术相关M.S. or Ph.D.，2年以上相关工作经验、具备良好的沟通技巧和公司级的认知视野；2.精通至少一门编程语言
620,网易（杭州）网络有限公司,电商,['2000'],本科,28,45,"(3,5)","1、使用人工智能和数据挖掘技术提高效果广告投放的精准度；
2、提高广告主的转化率和广告主的留存率；
3、从广告主反馈或者效果评测发现系统和算法不足，提出改进算法并推动实现；
4、追踪业界前沿技术，结合网易业务特点，探索前沿算法并应用于实际业务。

","1、本科及以上学历，计算机或软件工程相关专业； 
2、具备机器学习或者深度学习理论基础和实践经验，
3、熟悉Linux系统，熟悉Hadoop/Spark/等大数据计算平台，熟悉Java/Python/C++中的一门语言；
4、良好的数据分析能力、沟通协作能力以及工作主动性；
5、在广告算法、搜索算法、推荐算法某一领域有一年以上工作经验；
6、在互联网公司有过DSP策略优化或者转化率优化工作经验者优先；
7、在互联网广告公司有过账户优化工作经验者优先。"
621,上海大岂网络科技有限公司,移动互联网,"['150', '500']",本科,20,30,"(1,3)","1、NLP算法和工具的构建，根据需求场景构建基础的知识图谱数据、文本分析工具以及自然语言处理的算法等；
2、将所构建的数据、算法和工具应用到产品中并根据客户反馈进行迭代升级。

","1、熟练掌握自然语言处理相关的算法和技术，有从事NLP相关项目的经验；
2、能够熟练使用python编程语言，其他可以使用一门或者多门编程语言；
3、有很强的自学能力，对搜索引擎、对话系统、语音交互等方向有经验优先;
4、熟悉keras、TensorFlow、pytorch等深度框架中的一种或多种；
6、有各类国际数据竞赛（kaggle，阿里天池等）方面的成绩优先；
7、英语能力好，有强烈的自驱力，有良好的沟通能力，有团队合作精神，目标导向注重结果。"
622,深圳市远弗科技有限公司,"移动互联网,人工智能","['50', '150']",本科,25,50,"(1,3)","1.基于被动光和主动光的视觉SLAM算法研发；
2.SLAM算法的移植和产品化；
3.视觉SLAM算法调参，优化。
我们需要","1.计算机及相关专业，以SLAM算法为专业研究方向者优先，3年以上同岗位工作经验，985/211统招本科以上学历；
2.熟悉计算机视觉相关理论，知识和算法；
3.熟悉常见的开源SLAM方案，如"
623,北京远鉴信息技术有限公司,"移动互联网,人工智能","['50', '150']",硕士,30,60,"(3,5)",,
624,北京汇行科技有限公司,旅游,"['150', '500']",本科,20,35,"(1,3)","1. 负责智能推荐、搜索等业务的算法及模型的设计、实验、开发等工作；
2. 构建用户画像，商品知识图谱等应用在推荐系统中，提升推荐效率；
3. 跟踪业界前沿技术的发展，探索深度学习等技术在企业智能场景下的应用前景；
","1. 本科以上学历，具备1年以上搜索推荐算法工作经验，具备扎实的数据挖掘/机器学习相关数学基础；
2. 熟悉常用的机器学习算法（LR/GBDT/SVM等），有相关的实现项目经验，熟悉深度学习的原理和实现；
3. 参与过搜索推荐系统的开发和设计，熟练掌握基本的召回和排序算法，并对领域前沿算法有研究；"
625,北京金山云网络技术有限公司,"移动互联网,数据服务",['2000'],本科,20,40,"(5,10)","负责机器学习平台整体架构设计，该平台汇聚多种AI能力，提高用户AI开发效率、降低使用AI技术的门槛；
负责具体业务场景中机器学习算法和深度学习模型的研发工作；
负责部分团队管理及人才培养工作；


","统招本科以上学历，5年以上工作经验，知名互联网从业经历者优先。
精通Python、Java、Go语言中的一种或多种，熟悉Linux环境下系统开发；
具有高性能分布式后台系统架构设计、开发、运维经验；
扎实的编程能力，熟悉算法和数据结构，熟悉操作系统、数据库、网络等计算机基础理论；
熟悉常见机器学习开发框架，包括spark、Xgboost、TensorFlow、PyTorch等，利用其进行模型开发、训练、优化、服务部署等AI全流程；
熟悉Docker等容器化相关技术及kubernetes等云原生开源技术；
熟悉常用机器学习和深度学习算法者优先；
熟悉AI平台开源系统，如kubeflow、Mlflow等优先；
有强烈上进心，自我驱动，学习适应能力强；"
626,OPPO广东移动通信有限公司,硬件,['2000'],硕士,70,100,"(5,10)","1、负责4G/5G终端侧链路仿真设计， 在信道译码、信道反馈和beam management等方向的设计和实现上有深入研发2、参与并负责算法在HW和FW实现过程中的联合设计和验证3、负责无线通信创新算法设计，撰写专利/标准提案4、优化系统解决方案，解决芯片算法功能问题，改善终端芯片产品性能
",1、硕士及以上学历，电子、通信相关专业，5-10年无线通信算法研发经历2、熟悉精通3GPP标准， 尤其4G/5G物理层协议，精通信号处理理论和实现3、多年无线通信simulator研发经验， 尤其(不限于)在Polar译码、信道反馈和波束成型等方面有深入研发经验4、精通C/C++和Matlab开发，尤其有C/C++链路仿真框架设计经验的为加分项5、具有良好的沟通能力、独立完成工作的抗压能力以及团队合作能力
627,北京瓴岳信息技术有限公司,"移动互联网,金融","['150', '500']",本科,15,30,"(1,3)","1. 计算机或相关专业985本科及以上学历；
2. 熟悉Java/Python等编程语言，对数据结构和算法设计有较为深刻的理解；
3. 良好的逻辑思维能力，能够从海量数据中发现有价值的规律；
4. 优秀的分析和解决问题的能力，对挑战性问题充满激情；
5. 良好的团队合作精神，较强的沟通能力和学习能力；
6. 有数据挖掘、机器学习、推荐系统相关经验优先；
7. 有互联网金融工作经验优先。

","风控数据平台建设，包括数据交互、特征提取、数据挖掘、用户画像等；
风控模型的开发与优化；
风控数据和模型监控系统建设。"
628,北京四维图新科技股份有限公司,"移动互联网,消费生活",['2000'],硕士,20,30,"(3,5)",,
629,北京遥感设备研究所,软件开发,"['500', '2000']",本科,8,15,"(1,3)","1、负责毫米波雷达算法设计与开发工作；
2、完成项目相关技术文档的撰写、整理；
3、相关的仿真测试及系统集成测试；
4、确保团队之间交流通畅。
","1、本科及以上学历，雷达、电子、通信等相关专业；
2、有数字信号处理相关设计与算法经验优先；
3、有2年及以上Matlab等仿真工具使用经验优先。"
630,宜昌市天地雷电防护有限公司宜都分公司,"信息安全,数据服务","['50', '150']",硕士,40,80,"(3,5)","搜索推荐、排序、销量预测；人脸识别；深度学习-这几个方面均可。
",本科985院校，硕士211以上。
631,湖北信信通通讯科技有限公司,电商,"['150', '500']",硕士,20,40,"(3,5)",,
632,北京万里红科技股份有限公司,移动互联网,"['500', '2000']",硕士,15,30,"(0,0)","1、负责整理算法需要的样本数据；
2、参与公司核心算法的调研、开发、测试；
3、追踪最新技术的趋势，并与实际产品相结合；
4、根据实际产品、算法研究，撰写专利文档。
","1、统招硕士以上学历，模式识别、图像处理、计算机视觉、数学等理工科专业，一年以上工作经验，优秀应届毕业证也可考虑；
2、扎实的图像处理、机器学习理论基础；
3、精通c、c++语言，并有良好的代码风格；掌握matlab或者python等其他实验分析语言；
4、熟悉常见的目标检测算法，有做过基于Adaboost或者CNN的目标检测最佳；
5、至少掌握图像识别技术一种算法，有做过虹膜识别、人脸识别优先考虑；
6、了解深度学习的进展，有使用过caffe或mxnet或tf；
7、为人踏实、富有责任心。"
633,欧普拉软件技术（北京）有限公司,移动互联网,"['500', '2000']",硕士,25,50,"(0,0)","1.提高广告的相关性、用户体验、投放效果及变现能力；2.利用各种算法及开源平台(xdl/tensorflow)提升ctr/cvr；3.利用各种策略提升广告变现效率，设计与实现文章、广告混排策略；4.提升广告CTR/CVR模型预估精度，数据分析，建模，特征工程。
","1.重点高校硕士以上学历，优秀的编码与代码控制能力, 有扎实的数据结构和算法功底；2.精通协同过滤/FM/LR/NN/LSTM等常见算法； 3.有机器学习算法优化理论的研究经验； 4.有广告投放机制、用户体验建模经验者优先。"
634,北京医准智能科技有限公司,"医疗丨健康,数据服务","['50', '150']",硕士,25,45,"(0,0)",,
635,清德智体（北京）科技有限公司,硬件,"['15', '50']",本科,30,50,"(0,0)",1、负责图像和视频识别技术在运动场景下的落地2、负责人体识别、人脸识别、运动人体轨迹跟踪算法的研究与实现 ,1、本科及以上学历，3年以上C++工作经验 。2、优秀的分析和解决问题的能力，项目推动力和团队协作能力。 以下满足两项即可
636,北京特拉库塔科技有限公司,数据服务,"['15', '50']",硕士,30,50,"(0,0)",,
637,瑞博源传媒广告（北京）有限公司,"广告营销,其他","['15', '50']",本科,15,30,"(0,0)",,
638,天津英才酷信息科技有限公司,数据服务、软件开发,"['500', '2000']",硕士,20,40,"(3,5)",,
639,北京易数科技有限公司,"企业服务,数据服务","['150', '500']",本科,25,40,"(3,5)","参与公司数据处理逻辑的设计和优化；
参与公司各种数据模型的设计和优化；
负责公司大数据基础架构平台的规划、设计。


","熟悉HDFS、MapReduce和HBase的实现原理；
熟悉至少2种分布式计算引擎的实现原理，具备故障定位、以及性能调优能力；
熟练使用Java与Scala语言进行开发；
具备3年以上的TB级别数据平台开发经验；
良好的工作习惯、沟通能力和学习能力。"
640,北京易数科技有限公司,"企业服务,数据服务","['150', '500']",本科,25,40,"(3,5)","参与公司数据处理逻辑的设计和优化；
参与公司各种数据模型的设计和优化；
负责公司大数据基础架构平台的规划、设计。

","熟悉HDFS、MapReduce和HBase的实现原理；
熟悉至少2种分布式计算引擎的实现原理，具备故障定位、以及性能调优能力；
熟练使用Java与Scala语言进行开发；
具备3年以上的TB级别数据平台开发经验；
良好的工作习惯、沟通能力和学习能力。"
641,北京市中保网盾科技有限公司,"企业服务,信息安全","['50', '150']",本科,15,30,"(5,10)","机器学习，python爬虫
","1. 熟悉计算机视觉或文本挖掘的主要流程
2. 运用神经网络深度学习方法构造项目所需的模型
3. 负责构建不同场景的样本采集/分析、算法优选、模型评估
4. 完成模型及数据日常管理和维护，监控模型运行情况，定期出具模型监控报告
任职要求"
642,北京正芯合创微电子技术有限公司,移动互联网,"['15', '50']",本科,13,25,"(3,5)",1、负责深度学习、计算机视觉和视频分析的算法研发应用以及性能优化，    包括但不限于目标检测、追踪与识别、图像分类、人脸识别、位姿估计等 2、制定训练数据集的采集、标注计划，模型训练及测试计划 3、与服务器后端工程师协调工作  ,1、计算机及相关专业本科以上学历，3年以上视频分析相关领域实践与研究经验 2、具备机器学习/深度学习方面知识基础。 3、熟练掌握C/C++、Python编程语言，有较强的编程能力和算法实现能力。 4、熟悉Caffe、TensorFlow、Keras等深度学习框架。 5、熟悉YOLO、FasterRCNN等主流深度学习模型的基本结构，可以对相关模型进行优化、训练与调参。 6、良好的逻辑思维和沟通能力，对代码和设计质量有严格要求，重视Code Review，具有良好编程习惯 7、视频和视频网络传输基础知识 8、较强的英语文献阅读能力
643,北京特拉库塔科技有限公司,数据服务,"['15', '50']",硕士,30,45,"(3,5)",,
644,北大方正信息产业集团有限公司,"移动互联网,硬件",['2000'],硕士,20,25,"(1,3)","1、解决图像中的目标检测、分类、识别、分割等问题。
2、参与AI应用系统的需求分析,功能模块代码的实现及项目重要设计文档的编制。
3、专业为计算机科学、数学、统计、运筹、物理。具有相关计算机视觉或深度学习工作或研究经验的博士或硕士学位。
4、3年以上工作经验。精通C/C++、Python、Matlab、R等语言的编程技巧。
5、拥有最先进的深度学习框架的实践经验。至少对于以下领域之一有良好的实际项目","使用深度学习解决图像中的目标检测和识别、图像分类、区域分割、字符识别、图像检索、图像内容理解等等。
6、掌握广泛的计算机视觉的各种算法和原理。
7、熟悉TensorFlow，pytorch等框架，熟悉SSD, Faster R-CNN，Mask R-CNN，Yolo等目标检测网络者.
8、有较强的英文文档、论文阅读能力。
9、具有与内外部的研发团队保持积极互动的能力。
10、拥有无人驾驶项目，医学图像处理工作经验优先。"
645,北京陌陌科技有限公司,社交,"['500', '2000']",不限,25,50,"(3,5)",1、个性化推荐,"包括推荐引擎架构研究、内容召回技术研究、效果预估技术研究等，从泛社交泛娱乐的业务需求出发，积极探索前沿机器学习技术并结合产品业务落地，持续优化面向多场景的个性化推荐系统的效果
2、用户理解技术研究"
646,北京中经惠众科技有限公司,"金融,企业服务","['50', '150']",本科,30,40,"(5,10)","1、  参与公司大数据平台的架构设计；
2、  参与开发面向大数据套件产品；
3、  参与需求调研与用户技术支持；
4、  追求**，构建业内领先的数据平台产品。
","1、  计算机相关专业，本科及以上学历，8年以上相关工作经验；
2、  精通Java/Scala/Python语言；
3、  精通Elastic Search平台；
4、  参与过大数据平台的设计；
5、  熟悉Spring架构和微服务架构；
6、  熟悉Linux开发环境，能进行shell脚本的编写
7、  熟悉Hadoop中HBase、Hive、Yarn、Spark等，能够解决数据分析过程中遇到的问题；
8、  良好的数据敏感度，能从数据中提炼核心结果，具备数据清洗、分析和建模经验；
9、  有图数据库开发经验者优先；"
647,北京京东尚科信息技术有限公司,电商,['2000'],本科,20,40,"(3,5)",,
648,北京走出趣科技发展有限公司,"教育,移动互联网","['150', '500']",本科,25,40,"(3,5)",,
649,北京优纳金视科技有限公司,硬件,"['15', '50']",硕士,12,24,"(1,3)","图像算法，3D，图像处理，图像识别
","1.负责开发、改进3D重建、匹配等相关处理算法；
2.负责开发、改进基于3D点云的测量、检测算法；
3.负责公司产品算法相关的开发和调试；
4.完成相关开发的文档撰写，和质量体系要求其他相关文档撰写；
5.完成部门领导安排的其他临时工作。

任职要求"
650,北京新意互动数字技术有限公司,广告营销,"['500', '2000']",本科,20,40,"(5,10)","1、负责公司产品平台的架构设计与构建，技术改进与性能优化；
2、负责面向海量数据查询、数据计算、数据存储以及数据模型与管理的基础架构搭建；
3、负责规划技术发展方向，新技术领域的探索，将新技术应用到项目中，并回馈开源社区；
4、参与技术团队建设和学习成长，为团队整体的知识积累，技能提升做贡献。

","1、熟练掌握java/scala/python开发语言以及相关框架，有大型项目经验优先；
2、负责过大型数据平台或者数据仓库设计，具有扎实的大数据和数据仓库的理论功底；
3、对Hadoop的大数据体系有深入认识，对Hadoop/Kafka/Spark/Druid/clickhouse等有实际应用研发经验，读过关键源码为佳；
4、具备良好的问题分析能力、沟通能力和团队合作能力，具备很强的学习和钻研能力；
5、本科以上学历，5年以上相关工作经验；
6、关注技术发展趋势，热爱开源，为开源项目贡献过代码优先。"
651,人人行科技股份有限公司,金融,"['500', '2000']",硕士,20,40,"(3,5)","1.密切关注深度学习域的最新进展，负责活体检测、人脸防Hack，人脸检测、关键点检测、人脸识别、属性分析等领域（一项或几项）最新技术开发；
2.设计和实现高效的人脸识别分布式训练方案；
3.针对低质量、遮挡、年龄跨度因素，针对性的设计准确、高效的人脸识别模型；
4.参与算法模型在实际应用中落地，并且不断优化性能。

","1.深入了解深度学习和计算机视觉基础知识；
2.编程能力强，熟练掌握C/C++, Python语言开发；
3.熟练使用至少一个深度学习框架，例如 caffe TensorFlow, pytorch等，熟悉其分布式训练原理；
4.对人脸识别等方向有深入了解，具有有相关算法研发经验；
5.自我驱动能力强，能够独立开展研发工作；

6.发表过高质量论文或者参加相关比赛成绩优秀者优先。"
652,北京五八到家信息技术有限公司,消费生活,['2000'],本科,20,30,"(5,10)",1、计算机、统计、数学相关专业本科以上学历，3年以上工作经历；2、熟悉常见机器学习/深度学习模型，包括常见的聚类、分类、序列标注、端到端模型等；3、熟悉Hadoop/Spark/Flink/Hive/等大数据处理平台；4、精通Java、Scala、Python等一门或多门开发语言；5、有推荐系统、广告系统、搜索排序、知识图谱、NLP相关经,
653,北京趣加科技有限公司,游戏,"['500', '2000']",硕士,30,60,"(3,5)",,
654,北京高思博乐教育科技股份有限公司,"教育,移动互联网",['2000'],硕士,25,50,"(3,5)","1、负责AI Lab决策方向的算法研究和开发；
2、实现AI+教育相结合的业务逻辑及产品的落地；
3、工作内容包括且不限于用户画像、推荐算法、社区发现、知识图谱、自适应学习、强化学习、NLP/CV/语音处理等。

","1、硕士以上学历，计算机/自动化/数学/统计相关专业或工作经验；
2、良好的数学基础，如数理统计、概率论、线性代数、信息论等；
3、精通机器学习、深度学习、推荐算法、强化学习、知识图谱等一种或几种；
4、有AI相关的论文发表、项目落地或工作经验；互联网或数据科技公司工作经验优先；
5、掌握主流的工具语言和框架，如Python、Java、TF/Pytorch/Caffe等；
6、有很强的学习能力，追求卓越；乐观积极，沟通表达良好，有团队合作精神。"
655,中信百信银行股份有限公司,金融,"['150', '500']",本科,30,60,"(5,10)","1、参与大数据平台的架构设计与技术方案选型；
2、负责大数据平台的基础框架构建与优化；
3、负责大数据平台的迭代升级，提升平台的性能与稳定性；
4、参与平台的核心功能研发、缺陷修复，以及平台的部署；
5、负责平台的代码审查，提升代码质量；
6、负责与关联系统的对接，支撑平台应用方的正常使用。

","1、全日制本科及以上，互联网/互联网金融背景，计算机类、大数据相关领域；
2、精通java/scala开发语言，具备大数据平台研发经验，熟悉hadoop技术生态体系，精通大数据相关框架与组件；
3、专业基础扎实、沟通表达能力强，善于团队合作、丰富的实践经验；
4、有反欺诈相关系统或平台开发经验优先。"
656,北京长亭未来科技有限公司,"企业服务,信息安全","['150', '500']",本科,20,40,"(1,3)","1、基于机器学习技术对网络安全事件进行分析；
2、研究数据挖掘、统计学习、深度学习领域的前沿技术，针对海量数据建模，进行行为分析；
","1、3年以上经验，具有计算机科学、图像处理、模式识别、机器学习、人工智能、数学等相关专相关专业本科以上学历。
2、熟悉常见的机器学习算法，熟悉sk-learn,xgboost等库，能够深入算法细节。对某一领域有深入的经验尤佳，如用户画像、关系网络、精准营销、个性化产品推荐、IoT分析等。
3、熟悉分布式机器学习框架比如Spark MLLib, SparkSQL,GraphX
4、扎实的工程实现能力，熟练使用Python，PySpark等大数据分析工具，熟悉Hive,SQL,Linux等
5、热爱AI，能自我驱动持续学习，对新技术有强烈求知欲和探索能力，对业界新成果有高敏感度。
6、有网络安全从业背景者优先；"
657,北京象心力科技有限公司,"数据服务,人工智能",['15'],本科,12,24,"(1,3)","1. 负责气象、能源等大数据的处理、分析和计算工作
2. 利用数值模式和人工智能技术提升天气预报准确性
3. 利用算法生成预测功率等行业数据，并不断提升其预报准确性

","1. 精通Python，shell等数据处理编程语言
2. 熟悉常见气象数据格式，熟练运用数值模式
3. 精通基本算法的应用，参与过数据挖掘和机器学习算法的实际工程项目者优先

公司福利"
658,北京千喜鹤餐饮管理有限公司,消费生活,['2000'],本科,20,40,"(3,5)",,
659,北京市商汤科技开发有限公司,人工智能,['2000'],本科,20,35,"(3,5)",,
660,亿睿科信息技术（北京）有限公司,"文娱丨内容,社交","['50', '150']",硕士,40,70,"(5,10)",1. 参与公司的核心AI图像算法技术研究和开发以及优化，承接公司各业务线对于的图像算法需求2. 应用深度学习技术和图像处理知识，结合当前市场的流行趋势，独立开发紧跟潮流的富有创意的AI图像算法3. 结合具体业务，对算法进行优化,"1. 图形或AI相关专业硕士以上学历，有深度学习算法开发至少5年的经验2. 精通pytorch，tensorflow，等通用模型，能够使用python, C++等语言独立实现预定的算法逻辑，并且根据需求完成模型设计，效果达标，并且对过程中出现的问题能够准确定位和解决，可以对模型进行性能优化和效果的升级3. 了解当前图像AI领域的前沿算法和发展趋势4. 有GAN模型的开发经验，在项目中进行实际编码以及问题解决，而非只是指挥或参与5. 有style-transfer，AI美颜等相关项目经验者优先6. 熟悉图像处理算法者优先7. 有将模型部署到移动端的经验"
661,北京展心展力信息科技有限公司,"移动互联网,游戏","['150', '500']",硕士,20,40,"(1,3)","1.与团队一起工作搭建信息流推荐服务；2.使用机器学习算法，在海量数据上建立预测模型；3.根据用户行为数据建立的用户模型，发现用户兴趣；4.与基础架构团队一起构建稳定，可扩展的后端服务；
",1.信息流（feed流）项目经验；2.有机器学习背景，理解常用的机器学习和数据挖掘算法；3.有推荐，ranking，NLP，文本挖掘等方向的实际工程和项目经验；4.熟练掌握C++，Python，Java等其中的一种或几种编程语言，有实际工程经验；
662,北京千喜鹤餐饮管理有限公司,消费生活,['2000'],本科,20,40,"(5,10)",,
663,北京中经惠众科技有限公司,"金融,企业服务","['50', '150']",本科,20,40,"(5,10)","1、 参与公司大数据平台的架构设计；
2、 参与开发面向大数据套件产品；
3、 参与需求调研与用户技术支持；
4、 追求**，构建业内领先的数据平台产品。
","1、 计算机相关专业，本科及以上学历，5年以上相关工作经验；
2、 精通Java/Scala/Python语言；
3、 参与过数据分析平台的设计与搭建；
4、 良好的数据敏感度，能从数据中提炼核心结果，具备数据清洗、分析和建模经验；
5、 熟悉Spring架构和微服务架构；
6、 熟悉Hadoop中HBase、Hive、Yarn、Spark等，能够解决数据分析过程中遇到的问题；
7、 熟悉ElasticSearch平台者优先；
8、 有图数据库开发经验者优先；
9、 扎实的计算机基础，对技术有热情，愿意不断尝试新技术和业务挑战"
664,久远谦长（北京）技术服务有限公司,"企业服务,数据服务","['50', '150']",本科,15,30,"(0,0)",,
