,公司名,城市,公司人数,公司领域,职位,发布时间,工资,工作年限,学历,岗位职责,岗位要求
328,北京开课吧科技有限公司,北京,500-2000人,"移动互联网,教育",数据挖掘,2020-04-02 16:31:57,25k-50k,5-10年,不限,"1、负责数据挖掘课程体系的设计、研发、优化；
2、负责数据挖掘课程项目、案例的研发与讲解；经过内部培训，能够按照在线课程产品特点进行直播授课工作；
3、优化现有课程并录制相关视频；
4、负责数据挖掘日常直播答疑授课等相关工作；
5、能够按照课程资料规范匹配课程对应的教辅资料；
4、负责完成领导安排的教学、课程相关的其它工作。
","1、计算机相关专业研究生以上学历；
2、主要从事数据挖掘,建模方向的工作；
3、熟悉常用的算法 , 包括但不限于回归，聚类，分类，Boosting，SVM，Random Forest，贝叶斯网络等
4、能够承受工作压力，具备独立解决问题的能力和优秀的团队合作精神;
5、有相关讲师授课经验或编程经验者优先考虑；
6、具有数据清洗经验，熟悉常用的数据清洗方法；参与过完整的数据采集、数据清洗、分析和建模工作者优先；
7、具备较好的逻辑分析能力，良好的沟通交流能力和文字语言表达能力；
8、希望进入教育行业长期发展，有传道授业解惑的使命感和责任感。"
329,厦门渊亭信息科技有限公司北京分公司,北京,150-500人,"数据服务,软件开发",机器学习算法工程师,2020-04-03 10:09:06,30k-50k,3-5年,本科,,
330,北京睿企信息科技有限公司,北京,50-150人,"移动互联网,信息安全",数据挖掘,2020-04-02 14:51:21,20k-30k,1-3年,硕士,1、熟练使用至少一门编程语言（Python、Java、scala等）； 2、熟悉数据挖掘、数据分析、机器学习至少某一方面，有一定的理论研究和实践经验 ； 3、对数据敏感，熟悉常用数据挖掘算法，并有一定实,
331,厦门渊亭信息科技有限公司北京分公司,北京,150-500人,"数据服务,软件开发",机器学习算法工程师,2020-04-03 10:09:06,30k-50k,3-5年,本科,1.负责公司主产品功能模块的设计和研发；2.专注于前沿课题研究；3. 项目模型的输出（金融、国防等方向）；4，团队管理,1. 统招本科以上学历 ，计算机相关专业，4年以上AI相关工作经验2. 熟悉Java、Scala、Python其中之一； 3. 熟悉回归、决策树、聚类、分类、基于邻域/模型的推荐、矩阵分解等算法的实现细节，以及不同算法的优缺点； 4. 具有良好的沟通能力和协调能力，5人以上团队管理经验优先考虑 加分项
332,强联智创（北京）科技有限公司,北京,50-150人,医疗丨健康,算法工程师,2020-04-02 15:03:37,25k-50k,不限,硕士,"人工智能处理医疗图像算法模块的研究及开发
","1、计算机、电子工程及相关专业硕士及以上学历，在校成绩良好
2、有较强的英语听力和阅读能力，至少通过国家英语六级考试
3、有较强的自学和编程能力，团队协作及沟通能力良好
4、有机器学习、信号处理基础知识
5、立志于从事以深度学习为基础的医学图像研发工作
6、应届硕士/博士毕业生可实习
优先条件"
333,北京读我科技有限公司,北京,500-2000人,移动互联网,数据研发工程师-数据挖掘(J10287),2020-04-03 20:05:17,20k-40k,1年以下,本科,"1、对业务海量数据进行处理和分析，能够从业务和产品的角度出发，发现和分析数据价值
2、根据用户行为建立画像，并进行精确的个性化推荐，画像预测


","1、本科以上学历，计算机、软件等相关专业毕业
2、热爱数据,对数据及逻辑关系敏感,并对数据体系有深入的认识
3、具备深厚数据建模(机器学习,数据挖掘,信息检索背景)和分析理论知识和经验
4、有对互联网业务理解与分析能力，对业务变化有洞察力
5、熟练使用java/python/go等开发语言中的一种
6、熟悉大数据解决方案包括Hadoop、Spark、Storm、Kafka等"
334,安讯达盛（北京）科技有限公司,北京,15-50人,移动互联网 医疗健康,医学图像算法工程师,2020-04-04 10:48:49,15k-30k,1-3年,硕士,"1、根据公司产品和业务需求，进行相关图像算法的研究和开发；
2、完成图像算法相关的需求调研与需求分析及设计；
3、医学影像（CT或MRI）的阅片及医学影像三维重建报告的编写。
4、算法和模型产品化开发，参与医疗AI产品落地实施工作。
","1、硕士以上学历，数学，计算机，医疗等相关专业，2年以上工作经验
2、掌握常规的图像处理技术和算法，包括图像前景提取方法、图像分割模型（基于变分的轮廓模型或者基于随机场的图像分割模型等）等。
3、掌握基于深度卷积神经网络的图像语义分割和图像目标检测算法，且有实际项目经验（数据集的整理制作、模型的设计、训练、部署等）。
4、掌握一门或多门编程语言，python或C++，包括一些常用深度学习和图像算法库的熟练使用。"
335,交叉科技（北京）有限公司,北京,15-50人,"区块链,人工智能",机器学习算法工程师,2020-04-03 09:04:25,20k-35k,1-3年,本科,,
336,在线途游（北京）科技有限公司,北京,150-500人,"移动互联网,游戏",数据挖掘工程师（校招）,2020-04-03 18:27:45,10k-20k,应届毕业生,不限,"1、参与设计和开发大数据分析与数据挖掘等系统；
2、基于实际业务需求建模，设计高效算法，并对其进行验证和实现；
3、应用数据挖掘及其相关技术进行数据分析；
4、关注前沿技术和算法，并结合实际业务进行预研。

","1、计算机、数学、统计等相关专业，985、211院校统招本科及以上学历；
2、熟练使用Python语言，熟悉Hadoop、Spark、HBase等主流大数据技术和工具；
3、熟悉常见数据挖掘和机器学习算法及其原理、评价方法和适用条件，能根据业务建立挖掘模型，选择最优算法并实现；
4、能够阅读英文技术文档及论文，具有良好的自学能力，可以快速学习和掌握新的方法和技术；
5、具有良好的分析及解决问题的能力、协作沟通能力，具有积极的工作态度，较强的责任心；
6、了解常用数据挖掘工具，具有1年以上数据挖掘算法开发经验优先。"
337,北京欧非科技有限公司,北京,500-2000人,电商,算法工程师,2020-03-30 12:06:37,25k-45k,3-5年,不限,,"1. 计算机、统计学、数学、自动化等相关专业本科及以上学历，1年工作经验。2. 掌握NLP、关系网络、知识图谱等技术原理，实际运用相关算法技术完成过数据挖掘任务。3. 熟练使用MySQL、Hive，熟悉常用的数据结构，熟练掌握Python、Scala、R等一种或多种建模分析语言；有大数据分布式处理经验，熟练使用Hadoop、Spark等；有良好的逻辑思维能力、业务理解能力和数据敏感度，能够从海量数据中发现并提取关键特征。4. 对常用的机器学习算法原理理解透彻，如LR、XGBoost、LightGBM等，有调参经验。5. 熟悉深度学习、以及主流的深度学习框架caffe,tensorFlow等框架5. 具有良好的主动性、自驱力、沟通能力、团队合作精神和项目管理能力，优秀的分析问题和解决问题的能力；对解决具有挑战性问题充满激情，且抗压能力强加分项"
338,北京金山办公软件股份有限公司,北京,2000人以上,移动互联网,高级数据挖掘开发工程师,2020-04-03 17:36:16,20k-40k,3-5年,本科,"负责稻壳，会员增值功能等数据挖掘工作

【职位描述】
1.对产品用户行为数据的分析挖掘，协助构建用户数据模型，研究互联网产品，用户变化，用以支持各项决策。
2. 因项目研发需要而赋予的其他工作职责。


【任职资格】
1、具备扎实的数学和计算机科学功底，以及坚实的数据挖掘和机器学习理论基础
2、具有扎实的数据结构和算法功底，掌握C/C++/Java/Python等至少一门高级编程语言
3、具备良好的逻辑分析能力和解决实际问题的能力
4、3年以上数据挖掘工",
339,北京墨迹风云科技股份有限公司,北京,150-500人,工具,高级机器学习算法工程师,2020-04-03 11:02:42,25k-35k,3-5年,不限,1、负责对短期或中长期数据预报数据运用机器学习或深度学习进行后订正工作，包括系统设计、建模设计和实现等2、负责对气象领域和人工智能算法结合的算法研究工作,1、对气象领域有一定了解，有志向在气象领域和人工智能结合的方向上进行深入研究2、掌握常用的机器学习算法，如GBDT、XGBOOST、SVM，掌握深度学习基本理论和思想，掌握深度学习常用网络，对网络具有深刻的理解3、较强的编码能力，至少掌握一门脚本语言，如python，熟悉大数据平台相关知识4、3年以上算法研究经验
340,北京万维盈创科技发展有限公司,北京,150-500人,"移动互联网,硬件",算法工程师,2020-04-02 13:02:29,8k-15k,不限,本科,"1.负责参与完成智能仪表设备研发算法资料的搜集及整理；
2.参与完成智能仪表设备研发算法的学习及验证开发工作；
3.负责与产品经理沟通汇报算法开发进展及问题；
4.负责与桌面开发工程师沟通并进行培训，将算法转换为软件实现。
","1.本科及以上学历，计算机、电子、通信、数学等相关专业；
2.掌握一种及以上编程语言，可以验证实现算法开发及效果对比；
3.熟练掌握英语，能够阅读国外专业书刊；
4.具备计算机相关知识，熟练使用MATLAB、LABVIEW等；
5.工作认真踏实，有较好的团队协作精神和较强的产品质量意识，能够承受工作压力；
6.有工业设备研发、大数据处理算法经验者优先考虑。
福利待遇"
341,建信金融科技有限责任公司,北京,2000人以上,"金融,软件开发",计算机视觉算法工程师,2020-04-04 19:16:56,20k-40k,5-10年,本科,,
342,时趣互动（北京）科技有限公司,北京,500-2000人,移动互联网,算法工程师,2020-04-02 10:50:46,10k-20k,应届毕业生,本科,. 从事数据挖掘、数据分析、算法建模等相关应用产品的研发. 研发和优化文本舆情、语义分类、特征提取等nlp相关的算法模型和应用产品. 协助分布式数据处理系统的流程开发和效率优化等,本科以上学历，计算机或者相关专业;熟悉linux shell、sql、python、java、c++等一门或多门开发语言和工具；了解自然语言、图像识别、广告优化等领域的常用数据算法。例如
343,嵩云（北京）信息服务有限公司,北京,50-150人,移动互联网,大数据开发工程师,2020-04-02 09:13:21,20k-40k,3-5年,本科,,"1.负责建设、维护、优化基于Hadoop生态技术的大数据集群和计算框架；
2.通过提供平台化的计算框架，支撑海量数据分析、数据挖掘、机器学习工作；
3.负责数据产品平台的设计、开发；
4.关注开源技术动态，预研、评测大数据生态新技术，引进新的技术框架，满足业务需求并不断提高工作效率及质量；
岗位要求"
344,北京智铀科技有限公司,北京,50-150人,数据服务,机器学习算法工程师,2020-04-03 16:31:11,25k-50k,3-5年,硕士,,
