,公司名,城市,公司人数,公司领域,职位,发布时间,工资,工作年限,学历,岗位职责,岗位要求
912,小船出海教育科技（北京）有限公司,北京,2000人以上,工具,数据分析经理,2020-04-03 17:11:25,20k-30k,5-10年,本科,"1.业务数据指标体系搭建，包括对业务目标进行设定和拆分，对业务过程和业绩目标达成进行复盘，支持薪酬与绩效考核体系的数据需求；
2.对核心业务数据指标进行日常监测分析，包含但不限于业务过程和项目运营指标（日、周、月报分析维度与框架）、业务结果指标（团队总业绩分团队业绩达成、增速、环比等）；
3、支持业务部门内或者跨业务部门的定期和不定期专项分析，产出专项分析报告。

","1.统招本科以上学历，3年以上工作经验，有互联网或在线教育行业工作经验优先；
2.丰富的大数据处理分析经验，能够熟练进行市场调研和报告撰写；
3.熟练掌握相关分析工具，熟悉常见的数据、产品、用户、运营分析方法论；
4.有极强的自我驱动力,善于沟通合作。"
913,北京快看世界信息技术有限公司,北京,500-2000人,文娱丨内容,大数据开发--平台架构师 / 资深开发工程师,2020-04-03 19:14:55,30k-50k,5-10年,本科,"1. 深入理解业务需求，对业务建模，设计大数据系统架构，满足业务需求； 
2. 维护和升级现有的大数据集群架构，根据业务需求规划集群和架构的扩展； 
3. 解决工作中遇到的技术难题，指导其他同事的开发工作。  
","1. 计算机相关专业本科以上学历，编程基础扎实，有5年以上大数据开发经验； 
2. 对Hadoop生态和体系架构有深入理解，精通一些常见开源工具源码者优先；
3. 在用户行为日志采集、海量数据处理、数据建模、业务理解、大数据架构设计方面有丰富经验；
4. 擅长挖掘和梳理需求，具有良好的逻辑性思维，能协调好各方需求；
能快速的学习新的开源框架和知识体系，并应用到我们的架构体系中；6.自我驱动，热爱创业、创新文化氛围。"
914,北京腾云天下科技有限公司,北京,500-2000人,移动互联网,数据分析PM(J10329),2020-04-03 18:00:05,15k-25k,3-5年,本科,"1. 负责数据合作项目的项目管理工作，协调公司内部资源和外部合作伙伴资源，实现数据合作，提升数据价值；
2. 在项目实施过程中作为对接人与合作伙伴沟通，控制合作的进度及风险；
3. 对公司内外部数据进行挖掘，在深入理解用户行为、产品特点的基础上，自主发掘课题，提出建议；
4. 深入理解内、外部数据源，通过数据分析，制定数据合作方案，数据质量测试方案，数据合作运营方案等，跟进数据处理与分析的整个流程落地；
5. 根据数据分析结果，撰写数据分析报告，展示数据质量情况及数据能力情况；
6. 以定性及定量方法解决产品、运营中的数据问题；

","1. 具有业务洞察能力、数字敏感性与逻辑思维能力、快速学习能力，对移动数据有较深入理解的优先；
2. 有3年及以上互联网相关数据分析经验，负责过一个或以上大中型项目管理工作； 
3. 计算机、数学、统计学等相关专业本科以上学历，5年及以上工作经验；
4. 熟练使用SQL，Python或R等分析工具和办公软件，熟悉Hadoop/Spark/Hive/Storm等分布式计算架构;
5. 2年以上项目管理经验，有PMP证书优先；"
915,小船出海教育科技（北京）有限公司,北京,2000人以上,工具,数据分析leader (MJ004030),2020-04-03 16:25:56,25k-40k,3-5年,本科,,
916,北京腾云天下科技有限公司,北京,500-2000人,移动互联网,数据建模专家（营销）(J10364),2020-04-03 18:00:07,20k-40k,3-5年,本科,"1.深入挖掘和分析客户建模需求，帮助客户利用自身数据和外部大数据的能力去建模，基于TalkingData数据、第三方合规数据及客户内部多维度数据，结合数据特征分析，在教育，游戏，金融等相关业务场景进行定制化建模；
2.研究机器学习算法在不同营销场景下的应用，开发具有原创性的算法，并且能够针对不同行业的不同营销阶段进行特征构建、变量筛选，并选择匹配算法进行模型训练；
3.在其它团队协助下对于模型进行上线部署、监控调用状况以及持续优化。

","1.数学、统计、金融等相关专业本科（含）以上学历；
2.熟悉常用机器学习算法理论,对于常用的预测模型比如回归模型和树模型有过实践经历；
3.熟练使用R、Python等数据处理工具，有软件工程、运筹优化相关经验者优先,熟悉Spark，Hadoop优先；
4.能够独立完成A卡、机器学习等模型建模，包括变量特征衍生，处理，特征筛选，转换，建模，评估工作；
5.能够较好理解各种预测模型的优劣，并且能在不同的业务场景下采取相应的模型；
6.3-5年数据分析挖掘或者统计分析建模经验，拥有积极、开朗、负责、合作的心态，有过欺诈建模经验者优先。"
917,北京三快在线科技有限公司,北京,2000人以上,消费生活,外卖渠道-数据分析（绩效管理）,2020-04-03 16:07:06,15k-20k,1-3年,本科,"1.研究代理城市外卖业务运营模式，根据不同城市经营现状进行诊断分析，搭建核心指标考核体系；
2.根据不同城市考核方向，制定目标测算模型和目标输出，保证目标的准确性及合理性；
3.针对确定的考核方案，沟通.推动落地执行，并对其过程进行持续监控，发现问题并及时反馈推进优化.修正策略；
4.每月对上月考核方案及达成结果进行复盘，不断优化迭代指标考核体系以及目标测算模型；
5.为渠道部实现过程指标的差异化考核负责。

","1.大学本科以上学历，数学/统计学/计算机等相关专业优先；
2.有意愿从管理制度驱动的维度进行代理商管理类工作，拥有代理商绩效管理或目标制定工作经验优先； 
3.1~2年以上业务分析.数据运营的工作经验，熟练操作sql，熟悉常用的数据分析方法，拥有数据建模能力加分；
4.有管理1-2人团队经验的优先。"
918,百度在线网络技术（北京）有限公司,北京,2000人以上,工具,用户行为研究部_数据分析工程师,2020-04-03 18:26:20,15k-30k,1-3年,本科,"-熟悉AB-test/Interleaving 原理及相关技术 
-熟练掌握概率论、数理统计和常见的最",
919,北京木瓜移动科技股份有限公司,北京,150-500人,移动互联网,业务数据分析/商业数据分析,2020-04-03 16:11:24,15k-25k,3-5年,本科,"1、负责部门层面的业务分析工作，收集、整理和可视化每天的业务数据，撰写优化运营日报/周报/月报，建立统计分析模型，深入研究和分析影响运营指标的关键因素； 
2、跟踪业务/重点项目的发展变化，对业务经营发展状态进行监控分析，提出策略建议报告；
3、分析不同业务线的数据波动规律，从业务发展和营收等方面综合评估，规避业务风险，并提出改善建议；
4、协助数据产品运营团队，解决日常数据发布以及客户提出的复杂数据问题；


","1、良好的数据敏感度，能从海量数据中提炼核心结果，有丰富的数据挖掘，信息采集整理，分析能力； 
2、两年以上数据分析相关从业经验，有过物流行业、广告行业者、财务数据分析优先；
3、责任心强，具备沟通协调和闭环管理、推进能力；有带队经验者优先。"
920,北京三快在线科技有限公司,北京,2000人以上,消费生活,业务支持部-数据分析（数据产品方向）,2020-04-03 16:07:06,15k-20k,3-5年,本科,1．,"在业务部门的指标设定、业务计划、激励考核等业务相关的工作中，提出专业的见解和解决方案，为业务数据沉淀、数据管理和数据规划提供支撑；
2．数据监控&amp;数据运营"
921,北京金山办公软件股份有限公司,北京,2000人以上,移动互联网,数据分析经理,2020-04-02 14:44:57,15k-30k,3-5年,本科,,
922,北京三快在线科技有限公司,北京,2000人以上,消费生活,业务支持部-数据分析（活动运营方向）,2020-04-03 16:07:04,10k-15k,1-3年,本科,"1.根据部门业务需求及运营方向，建立活动运营体系，完成各类线上营销活动的策略规划、产品跟进与活动落地执行，对订单增长、用户留存负责；
2.负责营销活动的效果跟踪分析、活动运营数据及用户行为特征分析，据此调整活动策略和方案，提升各类数据指标；
3.根据业务要求以及运营状况，不定期的针对特定问题做专题分析，根据分析的结论，协助各业务部门制定目标及行动计划； 
4.数据分析及监控系统的优化，完善和优化大数据分析平台，提出产品需求和设计方案，并推动完成。
","1.本科及以上学历，数学、统计学、计算机专业优先，熟练使用SQL，有分析经验者优先；；
2.较为丰富的活动、数据运营经验，有自己的数据分析思路和方法论，有成本控制、商业分析等、互联网公司数据分析经验者优先；
3.掌握常用数据统计分析方法，思维敏捷、对数据具有敏锐的洞察和分析能力，具有创新意识，能独立提出分析方案和思路，有较好的报告撰写功底；
4.有一定的抗压能力，执行能力和风险把控能力，可有效进行跨部门沟通和对外沟通，善于协调推进，具备团队合作意识。"
923,北京新意互动数字技术有限公司,北京,500-2000人,广告营销,资深大数据开发工程师,2020-04-01 10:00:22,20k-40k,5-10年,本科,"1、负责公司产品平台的架构设计与构建，技术改进与性能优化；
2、负责面向海量数据查询、数据计算、数据存储以及数据模型与管理的基础架构搭建；
3、负责规划技术发展方向，新技术领域的探索，将新技术应用到项目中，并回馈开源社区；
4、参与技术团队建设和学习成长，为团队整体的知识积累，技能提升做贡献。

","1、熟练掌握java/scala/python开发语言以及相关框架，有大型项目经验优先；
2、负责过大型数据平台或者数据仓库设计，具有扎实的大数据和数据仓库的理论功底；
3、对Hadoop的大数据体系有深入认识，对Hadoop/Kafka/Spark/Druid/clickhouse等有实际应用研发经验，读过关键源码为佳；
4、具备良好的问题分析能力、沟通能力和团队合作能力，具备很强的学习和钻研能力；
5、本科以上学历，5年以上相关工作经验；
6、关注技术发展趋势，热爱开源，为开源项目贡献过代码优先。"
