,公司名,城市,公司人数,公司领域,职位,发布时间,工资,工作年限,学历,岗位职责,岗位要求
364,光合新知（北京）科技有限公司,北京,500-2000人,教育,高级数据分析师（BI）,2020-03-31 11:50:15,20k-30k,5-10年,本科,"1、通过分析用户数据，发现产品潜在的增长机会；
2、对核心业务数据指标进行日常监测分析，包含但不限于业务过程和项目运营指标（日、周、月报分析维度与框架）、业务结果指标；
3、快速响应业务需求，从头到尾主导业务层面的数据分析，并给出实用的业务结论和改善建议
 
","1、3年以上工作经验 ， 统计学、应用数学、计算机等相关专业，本科及以上学历；
2、能熟练使用SQL读取数据（能够使用Python、R等工具提升数据获取效率加分）；
3、具备较强的沟通能力，能够清晰解释数据结论和业务建议 ；
4、能够独立完成业务方面数据分析需求，给出实用的业务结论和改善建议；
5、能够快速完成上级布置的任务；
6、对业务有深刻理解，能够主动提出有价值的业务需求，对需求进行重点识别和共性提炼；
7、具有团队协助精神，能够带领和培养部分BI成员；"
365,北京欧应信息技术有限公司,北京,150-500人,医疗健康,智能数据分析实习生,2020-04-03 18:44:07,3k-5k,应届毕业生,本科,"1对医患对话数据进行理解和分析。
2根据标注规范开展有效的信息标注。
3 可能参与nlp、搜索等的算法效果评估。
","1高等院校在校生，对医疗行业有兴趣（语言类专业优先）。
2每周至少4天时间可以开展工作。
3能到公司现场工作的优先。"
366,北京链家置地房地产经纪有限公司,北京,2000人以上,其他,数据分析师,2020-03-31 12:51:09,10k-15k,3-5年,本科,"1、本科及以上学历，3年以上相关工作经验，有O2O领域相关经验者优先；
2、数据敏感性高、数据分析能力强，能够从数据中洞察问题，精通SQL；熟悉SPSS、tabluea；精通回归分析、数据建模者优先；
3、搭建过精细化运营、数据科学运营体系或有过成功策略推动经营增长案例者加分；
4、 逻辑清晰、快速学习能力强、自我驱动力强、抗压能力强、团队协作",
367,嵩云（北京）信息服务有限公司,北京,50-150人,移动互联网,大数据开发工程师,2020-04-02 09:13:21,20k-40k,3-5年,本科,,"1.负责建设、维护、优化基于Hadoop生态技术的大数据集群和计算框架；
2.通过提供平台化的计算框架，支撑海量数据分析、数据挖掘、机器学习工作；
3.负责数据产品平台的设计、开发；
4.关注开源技术动态，预研、评测大数据生态新技术，引进新的技术框架，满足业务需求并不断提高工作效率及质量；
岗位要求"
368,华风象辑（北京）气象科技有限公司,北京,50-150人,"移动互联网,数据服务",气象数据分析师,2020-04-03 10:42:12,15k-18k,3-5年,本科,1. 处理气象数据进行并进行统计分析2. 制作气象数据报告3. 负责气象数据使用的问题解答4. 整理气象数据相关规范,气象数据分析师技能要求
369,思特沃克软件技术（成都）有限公司,北京,2000人以上,企业服务,数据分析师（北京）,2020-04-03 09:39:05,15k-25k,3-5年,本科,,
370,人人贷商务顾问（北京）有限公司,北京,2000人以上,金融,风险数据高级分析师,2020-04-02 13:03:38,30k-50k,3-5年,本科,"负责风险管理数据模型的研究，开发，维护；
负责进行多维度的内外数据挖掘，开发优化信贷产品的相关功能；
负责调研多样数据源在风险管理流程中的使用；挖掘数据价值，优化风险与业务指标；
负责设计，搭建风险与业务指标管理体系；对产品的战略决策，业务优化需求提供支持。

","统计，数学/应用数学，金融工程，计算机，物理等相关专业本科及以上学历；
精通数据分析，挖掘，建模相关的统计与算法知识；精通SQL，R，Python或Matlab；
熟悉互联网金融行业，熟悉个人消费金融的运行机制；
诚信，正直，求知欲强；出色的学习能力，沟通能力，和逻辑分析能力；强烈的责任心和团队合作意识。"
371,北京臻澄网络科技有限公司,北京,50-150人,移动互联网,产品数据分析师,2020-04-03 12:38:41,15k-30k,1-3年,本科,"1、熟悉产品，监控产品核心数据变化，跟进产品迭代所需相关数据统计；
2、对接产品和运营人员，将相关数据需求转化成可执行方案，完成日常的数据提取和分析；
3、根据业务需求，研究用户属性、行为和规律，能和业务方合作让数据研究结果落地；
4、对接技术，完成需要技术协同开发的数据报表和数据挖掘项目；
5、研究内外部相关产品发展变化，跟进产品功能更新及相关数据动态。 

","1、应用数学和计算机软件等数据统计挖掘相关专业；
2、有大型互联网公司2年及以上工作经验，做过社交产品者优先；
3、具备基本的数据处理能力，能够写简单的脚本和SQL查询技能，了解常见数据库，熟悉hive；
4、对产品有较高的兴趣，喜欢研究产品用户数据，善于琢磨数据现象背后的原因；
5、能够把数据需求转化为实际行动计划，并完成分析成果进行分享；
6、有高度的责任心和团队合作精神，学习能力和逻辑思维能力强，能承受一定的工作压力；
7、有数据分析项目成果者，熟悉数据统计方法和数据挖掘算法者优先。"
372,北京臻澄网络科技有限公司,北京,50-150人,移动互联网,商业化数据分析师,2020-04-03 12:38:40,10k-20k,1-3年,本科,"1、能够定期提供公司业务做决策时所需要的数据分析结果；
2、支持商业变现业务发展，协助COO产出日常分析报告，并能提供产出比、现金流等的精确数据；
3、为投放策略、预算管理、ROI分析提供精准数据；
4、协助COO模拟、预测业务未来走势。
 
","1、海归背景优先，计算机、数学、经济学、统计学、财务分析等其他相关专业，扎实的机器学习或数据挖掘理论和技术基础；
2、具备大量数据的处理能力，熟悉Excel或其他数据工具，能迅速在大量数据中分析出业务结果；
3、良好的数据敏感度，较强的逻辑思维能力，能从海量数据提炼核心结果；
4、具备敏锐的观察力和独立分析能力。"
373,奇虎360科技有限公司,北京,2000人以上,信息安全,数据分析师,2020-03-30 17:27:42,18k-25k,3-5年,本科,,
374,北京大米未来科技有限公司,北京,2000人以上,教育,数据分析师,2020-03-31 13:58:29,15k-30k,3-5年,本科,,
375,北京链家置地房地产经纪有限公司,北京,2000人以上,其他,数据分析师,2020-03-30 16:37:06,8k-15k,1-3年,本科,,
376,北京亿欧网盟科技有限公司,北京,150-500人,"移动互联网,企业服务",数据分析师(实习生),2020-04-01 18:29:20,4k-6k,应届毕业生,本科,"1、 对企业和行业信息进行搜集、整理、完善及深度分析；
2、 基于基础数据及研究方法，对企业的商业模式、科研能力、竞争力等进行量化分析；
3、 负责指定领域的企业数据维护，包括企业介绍、团队信息、融资信息、财务数据等；
4、 辅助分析师完成数据搜集、整理、预处理等工作；
5、 其它相关工作，如数据标准制定、产品测试、数据验收等；


","1、 本科及以上学历，有行业分析、企业分析、内容编辑等工作经验者优先；
2、 具有一级/二级市场工作经验，有金融数据搜集、研究等经验者优先； 
3、 金融财会专业优先，熟悉财务信息和证券信息优先； 
4、 对互联网及新科技领域有浓厚兴趣，经常关注相关行业或企业的新闻动态；
5、 有较强的信息搜集能力、语言表达能力、学习能力，有一定的研究分析能力；
7、 熟练使用PPT、EXCEL等办公软件，掌握SQL等数据分析工具优先；
8、 有较强的责任心、执行力，对结果负责。"
377,北京世纪好未来教育科技有限公司,北京,2000人以上,教育,数据分析专家,2020-03-25 21:43:08,40k-60k,5-10年,本科,,
378,北京易车互联信息技术有限公司,北京,2000人以上,"移动互联网,电商",策略数据分析师,2020-04-03 15:22:08,15k-28k,3-5年,本科,1、,"主动探索和推动growth项目的实施和落地，分析用户行为，洞察转化的驱动因素，优化漏斗，实现渠道及业务用户规模增长
2、数据分析"
379,北京当当网信息技术有限公司,北京,2000人以上,"移动互联网,电商",风控数据分析师,2020-04-03 14:51:53,10k-20k,应届毕业生,本科,,
380,北京闲徕互娱网络科技有限公司,北京,150-500人,移动互联网,大数据开发工程师,2020-04-02 16:08:18,25k-50k,5-10年,本科,1、负责公司数据平台的架构设计及实施；2、负责数据仓库的设计与实施；3、负责符合业务的数据工具的抽像及研发；4、负责大数据开发团队小组的工作协调和管理。,"1、熟练掌握大数据常用框架，如spark,hive,hbase等；2、熟练开发spark streaming流式分析作业及离线分析作业，熟练应用spark 2.x新特性，掌握flink开发；3、掌握scala开发语言，对底层实现有一定研究，熟练使用Python语言；4、有丰富的数据仓库设计及开发经验，从数据采集到数据报表的整个全链路有比较深刻的理解；5、具有良好的沟通能力和团队合作精神。"
381,北京黑尾互动科技有限公司,北京,15-50人,"移动互联网,社交",数据分析师,2020-03-29 11:00:25,15k-20k,1-3年,本科,,
382,北京智慧图科技有限责任公司,北京,150-500人,"移动互联网,数据服务",数据分析师,2020-03-24 14:00:45,8k-12k,1-3年,本科,"1. 负责公司智慧商场项目的数据监测、整理、分析、展示。例如，小程序相关数据的分析，通过对用户在小程序上的行为数据，为运营部门及时提供合理的数据分析报告。
2. 负责搭建数据指标体系，相关分析报表体系设计，与业务平台对接，固化常规分析。给业务部门的日常运营提供支持。
3. 从数据中深挖客户需求，提供产品优化建议。
 
","1. 本科学历以上，1-3年数据设计、规划、分析相关工作经历
2. 具备数据收集、甄别和分析能力，能够独立制定数据分析方案并产出报告
3. 能够结合业务场景，敏锐的捕获数据价值和产品机会
4. 精通SQL、Excel、PPT
5. 工作细致耐心，责任心强，有较强的沟通和理解能力、逻辑思维和总结归纳能力
6. 良好的团队协作精神和执行力，能在较大压力下保持工作激情
7. 有营销或商业地产相关工作背景者优先考虑"
383,北京亿欧网盟科技有限公司,北京,150-500人,"移动互联网,企业服务",数据分析师,2020-03-30 16:10:53,7k-12k,1-3年,本科,1、	对企业和行业信息进行搜集、整理、完善及深度分析；2、	基于基础数据及研究方法，对企业的商业模式、科研能力、竞争力等进行量化分析；3、	负责指定领域的企业数据维护，包括企业介绍、团队信息、融资信息、财务数据等；4、	辅助分析师完成数据搜集、整理、预处理等工作；5、	其它相关工作，如数据标准制定、产品测试、数据验收等；,1、	本科及以上学历，有行业分析、企业分析、内容编辑等工作经验者优先；2、	具有一级/二级市场工作经验，有金融数据搜集、研究等经验者优先； 3、	金融财会专业优先，熟悉财务信息和证券信息优先； 4、	对互联网及新科技领域有浓厚兴趣，经常关注相关行业或企业的新闻动态；5、	有较强的信息搜集能力、语言表达能力、学习能力，有一定的研究分析能力；7、	熟练使用PPT、EXCEL等办公软件，掌握SQL等数据分析工具；8、	有较强的责任心、执行力，对结果负责。
384,北京默契破冰科技有限公司,北京,150-500人,社交,数据分析师（用户增长方向）,2020-04-03 20:30:27,15k-25k,3-5年,本科,,
385,瑞庭网络技术（上海）有限公司,北京,500-2000人,移动互联网,商业数据分析师,2020-04-03 16:02:44,20k-35k,5-10年,本科,"1. 负责****千万日活量级应用的数据分析工作，基于用户价值增长模型，利用机器学习、统计建模、数据挖掘等手段为多类型用户增长提供科学决策依据；
2. 挖掘业务部门的需求，研究、设计并持续优化用于数据分析的创新统计算法模型，设计和实施数据分析项目，将分析成果和应用建议整理成业务类汇报材料；
3. 定期梳理数据需求文档，从中抽象出可通用的数据模型，推动数据驱动业务决策的转化；
4. 通过数据分析解答和帮助解决业务问题或流程，为管理层及业务部门提供建议。

","1. 本科或以上学历，数学、计算机等相关专业，有5年以上研究或咨询行业、互联网行业数据分析工作经验，具备扎实的数学统计与建模能力；
2. 能够熟练使用PPT进行分析报告的撰写，有良好的演讲表达能力；
3.精通Python、R、SQL、Excel等数据工具，对统计学、运筹学、机器学习有较为深入理解，能够独立进行数据建模的工程实现；
4. 有优秀的定量分析能力和严密逻辑思维；熟悉互联网行业生态，对互联网的商业化有深入理解；
5.有算法基础，对其原理及使用范围有较为全面的认识，对贝叶斯、KNN、LR、GBDT、决策树等基本算法有应用经验；
6. 能够积极创新，乐于面对挑战，负责敬业，具有高度的责任心及团队精神，执行力强，逻辑思考和分析能力强，协调沟通能力强，优秀的学习能力，能够有效整合资源推动业务发展"
386,奇虎360科技有限公司,北京,2000人以上,信息安全,产品数据分析师,2020-04-03 18:17:27,20k-35k,3-5年,本科,"1. 了解产品设计和优化方向，为产品线建立数据支持体系，通过数据为产品优化、市场活动、广告投放提供效果评估及数据决策支持；
2. 了解用户数据行为，提供准确的、增值的、可操作的见解，挖掘潜在的规律趋势，协助产品进行策略优化，协助运营制定和调整运营策略；
3. 定义各渠道的数据测量规范和实施要求；

","1. 本科，3年的移动端用户产品分析经验，统计、数学、计算机相关专业优先。
2. 熟悉海外用户行为分析和监测产品、广告归因平台产品，如GA、AppsFlyer、Kochava等。
3. 熟悉产品指标，如流量、转化率、留存率和用户生命周期价值。
4. 熟悉业内埋点方案的使用场景，参与制定过产品埋点方案及规范设计。
5. 熟悉广告加订阅两种收益模式者优先。
6. 精通SQL，熟练使用R/Python进行数据清洗、分析，掌握Tableau等BI工具
7. 较强的分析和解决问题的能力，能够有效地进行优先级排序和管理多个任务。
8. 工作积极主动，独立工作能力强，有条理，注重细节。"
387,苏州精正信息科技有限公司,北京,少于15人,"企业服务,金融",大数据开发工程师,2020-04-02 10:47:20,20k-40k,不限,本科,,
388,北京益友会科技有限公司,北京,150-500人,"电商,消费生活",大数据开发工程师,2020-04-02 16:52:28,15k-30k,3-5年,本科,"1、负责大数据平台的设计、开发、维护、升级等工作；
2、负责离线/实时海量数据的采集、清洗、存储、加工处理和挖掘等工作，保证数据的高质量；
3、负责大数据平台的算法设计和建模等工作，支持上层业务数据需求；
4、负责大数据基础设施和平台改进，解决生产环境可用性和性能优化问题；
5、配合业务团队进行定量和定性分析，把数据转化成为业务增值的信息。
","1、3年以上大数据开发经验，全日制本科及以上学历，计算机、数学及相关专业；
2、精通Java语言，有Scala、Python开发经验者优先；
3、具有扎实的数据结构和算法基础，熟悉常用数据挖掘算法，有机器学习和深度学习开发经验者优先；
4、精通SQL；熟悉大数据领域开源框架，包括Spark、Hadoop、ClickHouse、Kafka、Zookeeper、Hbase、Hive、Yarn、Elasticsearch、Flume等；
5、良好的团队精神和合作意识，强烈的责任心，对工作有激情，良好的沟通能力。"
389,北京新意互动数字技术有限公司,北京,500-2000人,广告营销,数据分析师,2020-03-25 16:30:08,15k-25k,1-3年,本科,"1.监测广告投放数据，通过数据分析对广告投放效果进行预测和评估，为广告的投放及组合策略提供数据化建议；
2.了解网站的商业需求和目标，制定完善的数据监测及数据应用计划，并规划相应的KPIs监控商业目标的达成过程；
3.获取并分析网站数据及商业数据，改善网站的内容架构及用户体验，促进网站更好地为用户提供服务；
4.在与客户沟通的过程中担当顾问角色，以提升客户商业价值为目标，为客户的运营、营销工作提供数据支持；
5.不断改善在线数据的监测及分析方法，并结合互联网监测环境持续优化监测方案。

","1.2-3年以上行业经验；
2.有主流网站分析工具如Google Analytics、Omniture、百度统计、国双等，和广告分析工具如DoubleClick、秒针、AdMaster等使用经验；
3.了解DSP和DMP等大数据概念，并对DSP与DMP的组合运用有一定了解。
4.需要强大的定量和分析技能；
5.具备良好的沟通能力，能够进行跨团队的沟通协调；
6.学士或以上学位，经济学、统计学、数据挖掘、计算机等专业优先考虑。"
390,人人贷商务顾问（北京）有限公司,北京,2000人以上,金融,数据资深分析师,2020-04-01 15:00:58,30k-50k,5-10年,本科,"负责搭建完善的风险指标监控分析体系，包括报表的开发及监控，从而对各产品客群的风险质量做精准评估；
负责梳理完善贷后团队运营体系监控，及运营系统监控；
负责逾期账户风险评分体系的搭建，在客户分群和催收策略制定的过程中，输出分析方法论，并能够推动执行落地。

","对数据敏感，有强烈的好奇心，主要的工作成就感来源于数据的提升，擅长通过数据分析来推动决策，为组织节约成本提高效率；
有较强的逻辑思维和洞察能力，能以合适分析框架解决复杂问题；
统计、数据、计算机及相关专业本科以上学历；
1年互联网数据分析经验，具备互金风险分析评分模型制作经验者优先；
熟练掌握SQL,PYTHON,R等分析工具；
优秀的团队合作精神，阳光拼搏 专业严谨。"
391,云智联网络科技（北京）有限公司,北京,500-2000人,"移动互联网,社交",数据分析实习生 (MJ000424),2020-04-03 19:17:06,3k-6k,应届毕业生,本科,"1、负责业务日常数据收集整理，搭建业务数据体系，结合业务对多种数据源进行深度组合分析、挖掘；
2、通过专题分析对业务问题进行深入分析，创建分析模型，为业务的策略、产品优化提供数据支持；
3、统计分析数据，制作监控相关报表。

","1、统招本科以上在读，计算机、数学统计类相关专业；
2、具有良好的数据分析能力，熟悉数据库基本原理以及SQL语句，熟练使用Excel，tableau等可视化工具；
3、良好的沟通能力以及执行能力，分析判断能力。"
392,完美世界（北京）软件科技发展有限公司,北京,2000人以上,"移动互联网,游戏",数据分析师,2020-03-30 22:50:04,10k-15k,不限,本科,"】
1、 搭建常用数据框架模板并进行数据的维护和提取。
2、 进行数据深入研究，对课题性问题进行数据的支持挖掘及分析
3、 手游产品的运营推广效果分析，以及效果优化改进方案提出
4、 数据报告的汇报（日报、月报、年报）以及针对性报告的数据分析产出。


【","】
1、 数据、统计学专业毕业优先
2、 熟悉SQL语言以及数据程序交互语言，并具有搭建数据模型能力
3、 负责并参与游戏产品上线、推广、资料片的全程数据分析者优先
4、 喜欢玩端游或者手游（卡牌类或者MMO类）"
393,汉熵通信有限公司,北京,15-50人,"信息安全,物联网",大数据开发工程师,2020-04-02 09:47:41,15k-30k,3-5年,本科,,
394,指尖视野（北京）科技有限公司,北京,少于15人,"广告营销,企业服务",大数据开发工程师,2020-04-02 08:56:57,30k-50k,5-10年,本科,1、构建集团的数据管控体系，对数据进行全生命周期管理;2、创建集团的数据治理体系，对数据质量进行探查与提升;3、制定各项的数据建设标准，并确保各项标准落地实施;4、规划业务相关的主题建设，参与其逻辑模型与物理模型设计;,"1. 3年及以上的数据仓库建设经验;2. 熟悉数据仓库各类建模理论，以及数据仓库数据层级关系，具备大型数据仓库逻辑模型和物理模型设计经验；3. 有元数据管理、数据质量管理、主数据管理经验者优先；4. 有Hadoop、Hive等分布式计算平台使用经验者优先；
5. 有互联网金融、银行、保险及征信等行业应用经验者优先；6. 具备良好的团队合作精神，良好的分析能力与沟通技巧"
395,随行付（北京）金融信息服务有限公司,北京,150-500人,"移动互联网,金融",数据分析师,2020-03-26 10:39:34,17k-23k,3-5年,本科,1、负责客户的风险数据分析；2、负责对贷前、贷中风险预警异常情况进行深入分析并提出独立的风险判断，对业务风险指标进行跟踪分析及优化；3、深度挖掘授信数据，协助完善信用评分模型、风控模型、风控政策等；4、对于部门内产品、需求提供数据支持，对于风险规则配置提供建议；5、协助部门优化风控政策、流程，研究行业最新政策。 ,1、本科以上学历；2、银行、P2P、担保、小贷、第三方支付等金融机构或公司工作经验；3、3年以上风险数据分析经验者优先；4、具备较强的逻辑思维及语言沟通能力；5、熟练使用EXCEL函数，sas等；6、有信贷风险规则设计或信用评分经验优先。
396,家宅融智（北京）科技有限公司,北京,150-500人,"移动互联网,社交",00143-数据分析师,2020-04-03 13:06:46,15k-25k,1-3年,本科,,
397,北京中经惠众科技有限公司,北京,50-150人,"金融,企业服务",数据分析师,2020-03-19 15:26:18,13k-24k,5-10年,本科,"1. 业务分析，指标拆解，基于大数据或者知识图谱平台进行银行或者监管业务建模；
2. 新业务的数据规范制定；
3.行业数据治理和数据标准；
4. 数据挖掘分析工作。将数据和业务深度融合，挖掘价值，从应用出发不断倒逼数据质量；
5.软件需求提出；
","1.有3年以上银行或者保险数据开发经验，熟悉业务和底层数据；
2.本科及以上学历；
3.学习能力强，愿意专精业务，沟通能力强，能很好与监管部门和金融机构交流；
4.对数据敏感；
5.或了解银行监管各主题（1104、EAST等）、保险监管各主体（偿二代）、熟悉人民银行（全科目、反洗钱、征信）等之一；或了解银行网金、个金、对公、风控、审计等业务；
6.能熟练运用SQL等工具查询和提取数据；能使用python更优；
7.有基本IT思维；"
398,上海淇毓信息科技有限公司,北京,500-2000人,金融,大数据开发工程师,2020-04-02 11:25:49,25k-35k,5-10年,本科,"1. 根据360金融业务和集团的海量数据，为风控、BI提供数据支持
2. 对数据处理的需求场景进行抽象，形成自动化工具，提升工作效率
3. 基于日常的需求场景，构建安全、高效、稳定的大数据平台，为业务提供更有效的数据支撑

","1.属性Linux操作系统，熟悉Shell编程语言
2.大数据处理经验丰富，熟悉hadoop map/reduce编程；有Hbase、Spark、Storm的应用开发经验
3.熟悉其它分布式存储相关技术，包括HDFS，Hive、Redis、mongodb、 Flume、Kafka、Sqoop、Zookeeper、ElasticSearch等"
399,北京畅游天下网络技术有限公司,北京,2000人以上,"移动互联网,游戏",数据分析师,2020-03-26 17:46:44,14k-20k,1-3年,本科,,
400,包头市包银消费金融股份有限公司,北京,150-500人,金融,大数据开发工程师 （数据分析方向）(J10262),2020-04-03 15:52:55,15k-25k,3-5年,本科,"1、参与数据仓库及数据模型建设
2、负责企业生产经营相关业务领域的数据分析，解决报表开发过程中的技术问题
3、负责数据治理相关制度的建立和实施
4、负责用户画像等数据应用的需求分析、模型设计及成果交付
5、需要深入理金融类业务，分析用户需求，支持业务团队的数据应用建设工作。
","1、全日制统招本科及以上学历，计算机或相关专业；
2、熟悉MySQL、Oracle等关系型数据库，有关系型数据库设计3年以上开发经验；
3、熟练使用Spark、Hadoop、Hive等大数据开发工具；
3、熟悉大型数据仓库架构和模型设计，精通ETL开发；
4、具有良好的编程能力，熟悉Java/Python/scala等编程语言；
5、参与过用户画像建模、用户画像系统或DMP系统的开发工作优先；
6、具有良好的语言沟通与表达能力、较强的自我驱动能力。"
401,北京猿力未来科技有限公司,北京,2000人以上,"移动互联网,教育",数据分析师,2020-03-30 16:00:46,20k-40k,3-5年,本科,"1.通过分析用户数据，发现产品潜在的增长机会
2.对业务核心指标的监控与跟踪分析，并对异常波动情况进行深入分析和问题定位；
3.了解技术，深谙用户心理、擅长数据挖掘和数据分析，通过数据驱动产品的用户增长和转化
","1、数学、统计学、经济学、计算机等相关专业者优先；本科及以上学历
2、熟练掌握多种基础统计和分析方法 
3，熟悉基础分析工具 SQL，能完成提数工作
4、接触过 AB 测试，用户转化漏斗，用户留存等相关分析；
5，具备良好的数据敏感度、良好的逻辑思维，能及时发现和分析数据中隐含的变化和问题
6、良好的逻辑思维能力，能够从海量数据中发现有价值的规律"
402,马上消费金融股份有限公司,北京,2000人以上,"金融,移动互联网",数据分析师,2020-03-06 13:33:14,15k-25k,3-5年,本科,"1、 负责部门内所有业务报表整理和维护，监测并及时发现异常数据，为商务和运营策略提供数据支持。
2、 跟进业务进程，及时发现和反馈业务系统中出现的问题，输出改进方案，优化业务策略，并协调相关人员进行解决。
3、 利用数据对市场活动、运营效率、产品表现、客群结构等进行评估或分析，提供合理化建议。
4、 跨部门数据统一对接，满足部门数据灵活查询、统计及分析的需求，推动数据分析成果和应用落地。
","1、 3年以上数据分析经验，熟练使用SQL，有产品运营、市场分析相关经验；
2、 熟练使用office工具，word、excle、PPT等；
3、 学习能力强，业务理解力好，善于沟通，能快速掌握所负责业务领域数据，并利用数据进行评估优化； 
4、 全日制本科及以上学历，统计学、应用数学、计算机等相关专业优先；
5、 具有互联网、消费金融行业从业经验者优先"
403,马上消费金融股份有限公司,北京,2000人以上,"金融,移动互联网",大数据开发工程师,2020-04-01 13:36:39,15k-30k,3-5年,本科,,
404,颐月信息技术（北京）有限公司,北京,50-150人,"金融,数据服务",数据分析师（2020届应届生）,2020-04-03 15:59:20,13k-25k,应届毕业生,本科,"1.统计、数学、计算机、金融工程等相关专业本科及以上学历；
2.掌握常用的挖掘方法，至少能熟练运用SAS、R、Python、mathlab中的一种进行数据分析或建模；
3.具备独立思考的能力，逻辑严谨，对数据敏感，善于发现、探索并解决问题。
我们会",有较好数学或代码基础以及有建模大赛经验的同学哟！
405,达疆网络科技（上海）有限公司,北京,2000人以上,消费生活,数据分析,2020-04-02 10:14:31,15k-30k,3-5年,本科,,
406,天弘基金管理有限公司,北京,500-2000人,金融,招聘数据分析实习生,2020-04-03 08:33:34,1k-2k,应届毕业生,本科,"1、本科及以上在读学生，熟练使用Excel，熟悉Python或SQL优先；
2、具备优秀的数据分析能力，具有较强的分析问题、解决问题的能力；
3、遇事喜欢钻研，对事情有好奇心；踏实靠谱，积极主动沟通，结果导向；
4、尽快到岗（**期间可远程办公），每周不少于3个工作日，可长期实",
407,北京趣加科技有限公司,北京,500-2000人,游戏,大数据开发工程师,2020-04-01 22:09:11,20k-40k,3-5年,本科,"1、优化现有大数据系统架构，提升系统的实效性和处理能力，控制系统成本。
2、协助解决竞价广告支持平台（DSP）、用户画像、个性化推荐等业务系统开发过程中的技术难点。
3、根据新项目需求，分析，设计，并实现系统的架构方案，对系统的架构质量负责。
","1、大学本科，计算机、数学及相关专业；
2、4年以上大数据从业经验，有独立的大数据平台或业务架构经验，对ETL、数据仓库、OLAP及数据可视化技术有深入的了解。
3、精通Hive、Mysql、Postgre等数据库中的一种或几种，有MPP数据仓库使用经验者优先。
4、熟悉Spark/Spark Streaming编程，熟悉HDSF、hadoop、yarn、kafka等大数据生态环境。
5、熟悉Java/Python语言，能够综合使用Java、Python、Shell等语言解决技术问题。
6、有AWS或阿里云等云平台使用经验者优先，有数据质量管理，元数据管理等数据治理实施经验者优先。"
408,探探科技（北京）有限公司,北京,150-500人,"移动互联网,社交",数据分析,2020-04-01 19:51:07,20k-40k,3-5年,本科,"1、整体负责探探下产品业务线的各项数据分析相关工作；
2、协助构建新的数据分析团队及公司的数据驱动文化；
3、对互联网某几项领域有深入的了解，能从行业趋势和产品形态等角度，给商业预测模型；
4、全面分析各项影响产品提升与增长的因素，通过假设及检验指导用户增长和产品决策；
5、与产品，运营，研发等配合。推进优化方案落地执行，带来业务的实际提升增长。

","1、本科以上学历，3年以上数据分析经验，有团队管理经验优先；
2、好奇心强，有数据探索精神，对数据分析有强烈兴趣者优先；
3、性格严谨细致认真；
4、有过成功业务优化经验者优先；
5、有互联网公司数据分析，产品经理，运营经理，策略经理等多方面经验者优先。"
409,北京一人一亩田网络科技有限公司,北京,500-2000人,"移动互联网,电商",商业数据分析师,2020-04-02 14:25:06,15k-25k,3-5年,不限,,1. 负责公司电商产品线用户增长、渠道推广业务的数据分析工作。以数据驱动运营，帮助 业务提升关键指标;2. 搭建和优化业务分析模型，反映渠道推广效果、用户行为及成本状况，指导增长策略; 3. 抽象用户画像，挖掘用户偏好，通过统计分析、建模等方式，产出相关数据结论，指导 产品改进;4. 梳理及监控产品使用的关键指标，分析变动原因并快速定位解决方案。 岗位要求
410,北京金山云网络技术有限公司,北京,2000人以上,"移动互联网,数据服务",大数据高级开发工程师,2020-04-03 19:42:54,25k-35k,5-10年,本科,"1. 负责数据分析平台体系建设，支撑运营及产品的数据需求
2. 利用大数据组件对海量业务数据进行处理，搭建需求模型并独立完成数据模型的工程化实现
3. 能够深入了解业务，挖掘痛点和问题，制定相应的解决方案
 
","1. 本科以上学历，有过大型互联网公司数据开发相关经验者优先
2. 扎实的数据结构和算法功底, 具备一定的数据分析经验
3. 熟练使用 Java、SQL，熟悉 Shell、Python 等至少一种脚本编程
4. 熟悉大数据相关组件，Hadoop\Hive\Spark\MPP 架构等
5. 良好的沟通、组织协调能力和强烈的责任心，具备很强的分析和解决问题的能力
加分项"
411,欧普拉软件技术（北京）有限公司,北京,500-2000人,移动互联网,大数据分析师（Olist）,2020-03-31 19:57:48,15k-20k,1-3年,本科,,
412,中国联合网络通信有限公司,北京,2000人以上,"电商,通讯电子",数据分析师,2020-03-18 21:52:32,15k-30k,3-5年,硕士,"1.参与数据库建设和软硬件系统架构,负责数据库智能开发及沿革； 2.对数据进行分析关联，分析客户消费行为特征，提供相应的运营建议，增强客户黏性； 3.以数据为依托预制精准营销方案，对营销及服务数据进行分析和评估，提供数据报表和改善建议，最终提升响应率和销售效率； 4.深入发掘业务需求，开发各类营销数据模型； 5.研究、创新、开发和实践新技术应用； 6.负责领导交办的其他工作。任职",1.信息管理、计算机科学、统计学、应用数学、计量经济学等相关专业硕士以上学历。 2. 三年以上数据分析经验，熟悉数据分析的一般流程、常用方法（如分类、聚类、回归等）和数据项目实践经验；至少熟练使用一种数据分析软件； 3.具有极强数据敏感度和商业洞察力，很好的问题分析解决能力和沟通能力； 4.同时具备以下技能者优先
